id,label,name,description
2831,Procedure,Caption of Powder_sieve_operation_1_Figure_114.png,"A photograph features two operators examining the Renishaw AM400 machine's interior through the left-hand user access door, where an individual in black holds a hammerhead, its handle oriented toward the machine."
2832,Component,Caption of Powder_sieve_operation_1_Figure_120.png,"A closer perspective from the left side reveals the interior of the Renishaw AM400 machine, with one operator in black holding a hammerhead."
2833,Procedure,Caption of Powder_sieve_operation_1_Figure_122.png,"An image shows two operators examining the interior of the Renishaw AM400 machine through the left-hand user access door, as one operator in black holds a hammer handle, its head angled toward the machine."
2834,Procedure,Caption of Powder_sieve_operation_1_Figure_157.png,"Depicted is a scenario where one operator holds a hammer while the other stands near the left-hand user access door, indicating the location of the large safe change filter system."
2835,Procedure,Caption of Powder_sieve_operation_1_Figure_170.png,"Two operators observe as another individual stands near the left-hand user access door, pointing at the large safe change filter system."
2836,AdditionalInfo,Caption of Powder_sieve_operation_1_Figure_184.png,"One operator watches another stand by the left-hand user access door, gesturing toward the large safe change filter system."
2837,Procedure,Caption of Powder_sieve_operation_1_Figure_188.png,"Two operators are positioned near the Renishaw AM400 machine's left-hand user access door, with one of them holding a hammer."
2838,Procedure,Caption of Powder_sieve_operation_1_Figure_190.png,"Two operators stand close to the left-hand user access door, taking note of the large safe change filter system."
2839,Procedure,Caption of Powder_sieve_operation_1_Figure_194.png,"Two mask-wearing operators remain near the large safe change filter system of the Renishaw AM400 machine, and one operator holds a hammer."
2840,SafetyStep,Caption of Powder_sieve_operation_1_Figure_195.png,"Positioned near the large safe change filter system of the Renishaw AM400 machine, one mask-wearing operator stands in place while another remains nearby, arms folded."
2841,SafetyStep,Caption of Powder_sieve_operation_1_Figure_198.png,"Standing close to the large safe change filter system of the Renishaw AM400 machine, two mask-wearing operators are present, with one gripping the left-hand user access door and the other stationed beside him, arms crossed."
2842,SafetyStep,Caption of Powder_sieve_operation_1_Figure_202.png,"Located near the large SafeChange filter system of the Renishaw AM400 machine, two mask-wearing operators remain on-site, one steadying the left-hand user access door while the other, arms folded, carefully studies the system."
2843,Procedure,Caption of Powder_sieve_operation_1_Figure_204.png,"Positioned near the large safe change filter system of the Renishaw AM400 machine, two mask-wearing operators are seen, one holding the left-hand user access door and a hammerhead, while the other stands close by, arms folded."
2844,Procedure,Caption of Powder_sieve_operation_1_Figure_242.png,"Situated near the large safe change filter system of the Renishaw AM400 machine, two mask-wearing operators appear, with one gripping the left-hand user access door as the other bends down, attempting to grasp the vacuum cleaner's hose."
2845,Procedure,Caption of Powder_sieve_operation_1_Figure_243.png,"Standing before the large safe change filter system of the Renishaw AM400 machine, two mask-wearing operators carry on their tasks, one securing the left-hand user access door and holding a hammer, while the other stoops down, endeavoring to pick up the vacuum cleaner's hose."
2846,Procedure,Caption of Powder_sieve_operation_1_Figure_248.png,"Positioned beside the Renishaw AM400 machine's left-hand user access door, two operators perform their duties: one moves a cart equipped with a vacuum cleaner system while the other keeps the power cable in hand."
2847,Procedure,Caption of Powder_sieve_operation_1_Figure_264.png,"Wearing black attire, the individual uses a hammer handle to indicate the position of the powder bottle on the desk, as a student observes attentively."
2848,Procedure,Caption of Powder_sieve_operation_1_Figure_265.png,"Observing from a short distance, two operators examine the two powder bottles and the supplier powder bottle placed on the desk."
2849,Component,Caption of Powder_sieve_operation_1_Figure_267.png,"Focused on the workspace, the operators take note of the powder bottle, supplier powder bottle, quick-release clamp, and centring ring arranged on the desk."
2850,AdditionalInfo,Caption of Powder_sieve_operation_1_Figure_268.png,"Clad in black, holding the powder bottle, one individual remains at the forefront while two other operators watch on with folded arms."
2851,Procedure,Caption of Powder_sieve_operation_1_Figure_269.png,"Standing beside the powder sieve station and near the desk holding the standby powder bottle, the individual grasps another powder bottle."
2852,Component,Caption of Powder_sieve_operation_1_Figure_271.png,"Presented is a closer view of the upper valve (S1) and clamp (SL2) of the powder sieve station, as an operator lingers nearby with a small powder bottle in hand."
2853,Component,Caption of Powder_sieve_operation_1_Figure_272.png,"Shown in close-up are the upper valve (S1) and clamp (SL2) of the powder sieve station, with an operator standing nearby, holding a small powder bottle."
2854,Component,Caption of Powder_sieve_operation_1_Figure_274.png,"Captured in detail are the upper valve (S1) and clamp (SL2) of the powder sieve station, while an operator stands close, holding a small powder bottle."
2855,Component,Caption of Powder_sieve_operation_1_Figure_275.png,"Examined more closely, the upper valve (S1) and clamp (SL2) of the powder sieve station come into view, accompanied by an operator nearby, holding a small powder bottle."
2856,Component,Caption of Powder_sieve_operation_1_Figure_297.png,Seen in closer detail are the lid and argon gas inlet of the powder sieve station within the Renishaw AM400 machine.
2857,Procedure,Caption of Powder_sieve_operation_1_Figure_298.png,"Holding the lid of the powder sieving station, the individual stands by a desk where two small powder bottles rest."
2858,Procedure,Caption of Powder_sieve_operation_1_Figure_299.png,"By adjusting the clamp handle's position, the individual ensures that the powder sieve station's lid is securely in place."
